aba	546,阿巴 1050,阿爸 1050,阿爸 2786,阿坝
tujing	814,图景 1085,途经 1307,途径 1735,涂径 2364,兔径 2857,凸镜
tujiu	4384,秃鹫
tuju	1060,徒具
tujue	2755,突厥
tujuesitan	2755,突厥斯坦
tukan	2446,土坎
tukaner	2446,土坎儿
tukang	2975,土炕
tukou	1653,吐口
tuku	1097,土库
tukuman	1224,土库曼
tukumanren	1224,土库曼人
tukumansitan	1224,土库曼斯坦
tukushui	1653,吐苦水
tukuzhen	1097,土库镇
tulafushijun	1733,土拉弗氏菌
tulang	1708,土狼
tulao	1060,徒劳
tulaomao	1750,土老帽
tulaowugong	1060,徒劳无功
tulaowuyi	1060,徒劳无益
tuli	547,图例
tuliao	1735,涂料
tuligongcheng	515,土力工程
tuling	734,图灵
tulingen	476,图林根
tulingjiang	1233,图灵奖
tulingyu	5476,土鲮鱼
tulituqi	515,土里土气
tulou	876,土楼
tulu	515,土路 919,图录 1653,吐露 3318,屠戮
tulufan	1653,吐鲁番
tulufandiqu	1653,吐鲁番地区
tulufanpendi	2035,吐鲁番盆地
tulufanshi	1653,吐鲁番市
tulun	476,图论 970,土伦 2857,凸轮
tulunzhou	2857,凸轮轴
tulusi	1711,图卢斯
tuluzi	1781,图卢兹
tulv	2543,秃驴
tumen	476,图们 515,土门
tumenjiang	577,图们江 577,图门江
tumenshi	476,图们市
tumian	2857,凸面
tumianjing	2857,凸面镜
tumianti	2857,凸面体
tumo	2087,涂抹 2495,吐沫
tumojiang	3100,涂抹酱
tumoteyouqi	1407,土默特右旗
tumotezuoqi	1407,土默特左旗
tumou	989,图谋
tumu	694,土木
tumugongcheng	694,土木工程
tumushen	694,土木身
tumushuke	1459,图木舒克
tumushukeshi	1459,图木舒克市
tumuxinghai	2707,土木形骸
tunban	3199,臀瓣
tunbing	1797,吞并
tunbu	3199,臀部
tunchang	2864,屯昌
tunchangxian	2864,屯昌县
tunchanshifenmian	4144,臀产式分娩
tunchi	1797,吞吃
tunfu	1797,吞服
tungou	3199,臀沟
tunian	2364,兔年
tunisi	654,突尼斯
tunisishi	654,突尼斯市
tuniu	1018,土牛
tuniumuma	1018,土牛木马
tunixiya	654,突尼西亚
tunji	3199,臀肌 4543,囤积
tunjian	3199,臀尖
tunjijuqi	4543,囤积居奇
tunjin	1797,吞金
tunjing	1797,吞精
tunken	3038,屯垦
tunliu	2864,屯留
tunliuxian	2864,屯留县
tunluo	2864,屯落
tunmen	2864,屯门
tunmie	1797,吞灭
tunmisangbuzha	3211,吞米桑布札
tunmo	1797,吞没
tunna	1797,吞拿
tunnayu	1797,吞拿鱼
tunqi	3199,臀鳍
tunqu	2864,屯区
tunsheng	1797,吞声
tunshengrenqi	1797,吞声忍气
tunshi	1797,吞食 3228,吞噬
tunshixibao	3228,吞噬细胞
tunshizuoyong	3228,吞噬作用
tunshu	3307,豚鼠 3767,屯戍
tuntang	6416,氽汤 6416,氽烫
tuntaoer	3339,褪套儿
tunte	2864,屯特
tuntedaxue	2864,屯特大学
tuntu	1797,吞吐
tuntui	3199,臀推
tuntuntutu	1797,吞吞吐吐
tunwei	3199,臀位 3199,臀围
tunweifenmian	4144,臀位分娩
tunweiqutaishu	3199,臀位取胎术
tunxi	2864,屯溪
tunxia	3339,褪下
tunxiqu	2864,屯溪区
tunyan	2031,吞咽
tunyankunnan	2031,吞咽困难
tunyin	1797,吞音
tunyou	3776,臀疣
tunyugu	6112,暾欲谷
tunyuntuwu	1797,吞云吐雾
tunzhu	2864,屯驻
tunzi	2864,屯子
tuoba	1492,拖把 2238,拓拔 2786,妥坝 2917,拓跋 3237,脱靶
tuoban	884,托班 943,脱班
tuobawei	2917,拓跋魏
tuobaxian	2786,妥坝县
tuobei	2638,驼背
tuobeijing	2638,驼背鲸
tuobeizhe	943,脱北者
tuobi	2793,托庇 4560,橐笔
tuobo	2022,拖驳
tuoboxiuhui	3584,托钵修会
tuobu	1492,拖布
tuobuliaoshen	943,脱不了身
tuocha	4382,沱茶
tuochan	943,脱产
tuochang	1492,拖长 1921,脱肠
tuoche	1492,拖车
tuochetou	1492,拖车头
tuochu	943,脱出 943,脱除 3427,驮畜
tuochuan	1492,拖船
tuochuang	1074,脱窗
tuochui	1592,脱垂
tuoci	959,托词 1469,托辞 1469,托辞
tuodai	1492,拖带
tuodan	943,脱单
tuodang	943,脱党 1787,脱档 1840,妥当 4231,拖宕
tuodi	1492,拖地
tuodiao	943,脱掉 2050,拖吊
tuodiaoche	2050,拖吊车
tuodiban	1492,拖地板
tuodong	1492,拖动
tuodongli	1492,拖动力
tuodou	1492,拖斗
tuoer	799,托儿 799,托儿 5617,坨儿
tuoerdainv	1492,拖儿带女
tuoerjin	799,托尔金
tuoersigang	927,托尔斯港
tuoersitai	1318,托尔斯泰
tuoersuo	799,托儿所
tuofa	943,脱发
tuofang	1492,拖放
tuofeng	2638,驼峰
tuofengmingmingfa	2638,驼峰命名法
tuofu	799,托福 799,托福 820,托付
tuogang	1795,脱岗 3394,脱肛
tuogao	1587,脱稿
tuogou	2254,脱钩
tuogua	1492,拖挂
tuoguache	1492,拖挂车
tuoguan	799,托管
tuoguanban	884,托管班
tuoguang	943,脱光
tuoguhuantai	1984,脱骨换胎
tuogui	1883,脱轨
tuohoutui	1492,拖后腿
tuohua	1480,脱滑
tuohuan	943,脱换
tuohuang	2238,拓荒
tuohuangzhe	2238,拓荒者
tuohuo	943,脱货
tuoji	943,脱机 2638,驼鸡
tuojia	846,托架
tuojiadaikou	1492,拖家带口
tuojiang	3855,脱缰
tuojiangyema	3855,脱缰野马
tuojiangzhima	3855,脱缰之马
tuojiao	3427,驮轿
tuojie	943,脱节
tuojin	1492,拖进
tuojiu	4066,脱臼
tuokafeiyin	2379,脱咖啡因
tuokai	943,脱开
tuokata	1030,托卡塔
tuoke	1937,脱壳
tuokelao	799,托克劳
tuoketuo	799,托克托
tuoketuoxian	877,托克托县
tuokexun	1697,托克逊
tuokexunxian	1697,托克逊县
tuokong	943,脱空
tuokonghan	943,脱空汉
tuokou	943,脱口
tuokouerchu	943,脱口而出
tuokouxiu	1136,脱口秀
tuokuan	2238,拓宽
tuokuang	3427,驮筐
tuokuzifangpi	2295,脱裤子放屁
tuola	1492,拖拉
tuolabola	965,托拉博拉
tuolaer	799,托拉尔
tuolaiduo	1196,托莱多
tuolaji	1492,拖拉机
tuolaosuo	799,托老所
tuolasi	799,托拉斯
tuolei	1492,拖累 1492,拖雷
tuoleizheng	1492,拖累症
tuolemei	2303,托勒玫
tuolemi	966,托勒密
tuolemiwang	966,托勒密王
tuoli	799,托里 943,脱力 943,脱离 1714,脱粒
tuolian	2099,拖链
tuolichaili	2076,托里拆利
tuolidang	799,托利党
tuoliji	1714,脱粒机
tuolikuhai	943,脱离苦海
tuoliweixian	943,脱离危险
tuolixian	877,托里县
tuolong	5562,鼍龙
tuolou	2052,脱漏 4012,驮篓
tuolu	2638,驼鹿
tuolun	1492,拖轮
tuoluo	943,脱落 2386,陀螺
tuoluociji	1936,托洛茨基
tuoluoni	2143,陀罗尼
tuoluosishan	799,托罗斯山
tuoluoyi	2386,陀螺仪
tuolve	943,脱略
tuoma	3040,唾骂 3427,驮马
tuoman	1492,拖慢
tuomang	2079,脱盲
tuomao	943,脱毛
tuomaoji	1546,脱毛剂
tuomasi	799,托马斯
tuomianzigan	3040,唾面自干
tuomin	1436,脱敏
tuomo	1537,拖磨 3040,唾沫
tuomoxingzi	3040,唾沫星子
tuomuer	799,托木尔
tuomuerfeng	1473,托木尔峰
tuonang	4560,橐囊 38770,沱灢
tuoni	1499,脱泥
tuoniao	4322,鸵鸟
tuoniaozhengce	4322,鸵鸟政策
tuonidaishui	1499,拖泥带水
tuoou	943,脱欧 1492,拖欧
tuopan	1049,托盘
tuopanche	1049,托盘车
tuopi	943,脱皮
tuopidiaorou	1009,脱皮掉肉
tuopika	799,托皮卡
tuopin	1359,脱贫
tuopinzhifu	1359,脱贫致富
tuopu	2238,拓扑
tuopujiegou	2238,拓扑结构
tuopukongjian	2238,拓扑空间
tuopuxue	2238,拓扑学
tuoqi	943,脱期 3040,唾弃
tuoqian	1721,脱浅 1948,拖欠
tuoqiansuodao	1679,拖牵索道
tuoqing	2637,脱氢
tuoqingmei	3058,脱氢酶
tuoqiu	3312,椭球
tuoqu	943,脱去
tuoran	943,脱然
tuorenxiashui	1492,拖人下水
tuorong	2278,脱溶
tuoruizheng	1840,妥瑞症
tuosa	2283,脱洒
tuosai	3185,托腮
tuose	943,脱色 2638,驼色 2836,脱涩
tuoseji	1546,脱色剂
tuoshan	1840,妥善
tuoshen	943,脱身
tuoshi	1840,妥实
tuoshou	943,脱手 3427,驮兽
tuoshoukede	3040,唾手可得
tuoshui	943,脱水
tuoshuiji	943,脱水机
tuosi	4674,橐笥
tuosu	1354,脱俗 2883,脱粟
tuota	3806,拖沓
tuotai	1984,脱胎
tuotaichengxian	1984,脱胎成仙
tuotaihuangu	1984,脱胎换骨
tuotaiqiqi	2296,脱胎漆器
tuotang	1492,拖堂
tuotao	996,脱逃
tuotatianwang	1030,托塔天王
tuote	799,托特 799,托特
tuotie	1840,妥贴 2892,妥帖
tuotuo	943,脱脱 4560,橐橐 4560,橐驼
tuotuode	1840,妥妥的
tuotuohe	4382,沱沱河
tuotuolala	1492,拖拖拉拉
tuotuotata	3806,拖拖沓沓
tuowang	1492,拖网
tuoweiba	1492,拖尾巴
tuowu	943,脱误
tuoxia	943,脱下
tuoxian	943,脱线 943,脱险
tuoxiao	943,脱销 2116,脱孝
tuoxiashui	1492,拖下水
tuoxie	1638,拖鞋 1840,妥协 2479,脱卸
tuoxiemianbao	1638,拖鞋面包
tuoxing	943,脱星 1492,拖行
tuoxiu	1136,脱秀
tuoxu	943,脱序
tuoyan	1492,拖延
tuoyang	1863,脱氧
tuoyanghegansuan	4476,脱氧核苷酸
tuoyanghetang	1863,脱氧核糖
tuoyangmahuangjian	2872,脱氧麻黄碱
tuoyanshijian	1492,拖延时间
tuoyanzhanshu	1492,拖延战术
tuoyaruou	943,脱亚入欧
tuoye	799,托业 3040,唾液 3248,拖拽 3364,拖曳
tuoyeji	3364,拖曳机
tuoyesan	3364,拖曳伞
tuoyexian	3040,唾液腺
tuoyi	1492,拖移
tuoyifu	943,脱衣服
tuoyingerchu	2514,脱颖而出
tuoyiwu	1144,脱衣舞
tuoyouping	1703,拖油瓶
tuoyu	1865,脱羽 3040,唾余
tuoyuan	3312,椭圆
tuoyuanhanshu	3312,椭圆函数
tuoyuanji	3312,椭圆机
tuoyuanjifen	3312,椭圆积分
tuoyuanquxian	3312,椭圆曲线
tuoyuanxing	3312,椭圆形
tuoyue	6897,橐龠
tuoyun	799,托运 3427,驮运
tuoyunlu	3427,驮运路
tuoyunxingli	799,托运行李
tuozhai	1492,拖债
tuozhan	2238,拓展
tuozhanshiye	2238,拓展视野
tuozhanwu	3157,拓展坞
tuozhanxunlian	2238,拓展训练
tuozhi	943,脱支 2206,脱脂
tuozhimian	2206,脱脂棉
tuozhong	3427,驮重
tuozhongzhuang	4560,橐中装
tuozhu	1492,拖住
tuozi	2638,驼子 4930,砣子 5617,坨子
tuozijue	2845,拖字诀
tuozou	1492,拖走
tuozuwumen	799,托足无门
tupi	3788,土坯
tupian	476,图片 1735,涂片
tupianbao	476,图片报
tupiao	3735,秃瓢
tupo	604,突破
tupodian	604,突破点
tupokou	604,突破口
tupopingjing	2117,突破瓶颈
tupoxing	604,突破性
tupu	2274,图谱
tuqi	484,突起 515,土器 515,土气 1653,吐弃 1653,吐气 2857,凸起
tuqian	1254,图签
tuqibu	484,突起部
tuqiu	1929,土丘
tuqu	1735,涂去
tuquanxian	1641,突泉县
turan	484,突然 1060,徒然
turang	2412,土壤
turangxue	2412,土壤学
turanjian	484,突然间
turebing	2364,兔热病
turen	515,土人 1085,途人
turuqilai	484,突如其来
tusang	1528,土桑
tusha	2171,屠杀
tushan	1735,涂山 33902,嵞山
tushazhe	2171,屠杀者
tushen	515,土神
tushengtuzhang	515,土生土长
tushetou	1958,吐舌头
tushi	476,图示 1653,吐实 1735,涂饰
tushifang	515,土石方
tushiji	1735,涂饰剂
tushiliu	515,土石流
tushou	1060,徒手
tushouhua	1060,徒手画
tushouji	4098,吐绶鸡
tushu	476,图书
tushuguan	1011,图书馆
tushuguanliyuan	476,图书管理员
tushuguanyuan	1011,图书馆员
tusi	515,土司 1653,吐丝 1653,吐司
tusigoupeng	3461,兔死狗烹
tusihubei	2364,兔死狐悲
tusiji	2364,兔斯基
tusizi	5189,菟丝子
tusizifu	2577,吐丝自缚
tusu	1653,吐诉
tusui	3378,吐穗
tutan	2369,涂炭 2750,涂潭 3044,吐痰
tutankamen	1017,图坦卡门
tutankameng	1039,图坦卡蒙
tutechan	515,土特产
tuteng	1635,图腾
tutou	2521,秃头
tutoujing	2857,凸透镜
tutoutunao	646,土头土脑
tutu	484,突突 2857,凸凸
tutun	3307,土豚
tutuoyu	49776,土魠鱼
tuwa	1195,图瓦
tuwalu	1653,吐瓦鲁 1711,图瓦卢
tuwei	576,突围 669,土卫
tuweier	669,土卫二
tuweiliu	669,土卫六
tuweiqinghua	844,土味情话
tuwen	867,土温
tuwu	1735,涂污 2859,突兀
tuxi	1213,突袭 5743,徒裼
tuxian	484,突显 2857,凸显 2857,凸现 2857,凸线
tuxiang	476,图像 476,图象 776,土香
tuxiangchuli	476,图像处理
tuxiangfenge	1665,图像分割
tuxiangshibie	476,图像识别
tuxie	1735,涂写
tuxing	476,图形 537,土星 1087,徒刑 2747,土腥 2857,凸性
tuxingjiemian	476,图形界面
tuxingka	717,图形卡
tuxizu	549,图西族
tuxu	3125,吐絮
tuya	2133,涂鸭 2397,涂鸦
tuyan	2104,吐艳
tuyang	476,图样 803,土洋
tuyangbingju	803,土洋并举
tuyangjiehe	803,土洋结合
tuyangtusenpo	1029,图样图森破
tuyao	2342,土窑
tuyaojie	2171,屠妖节
tuyaori	4180,土曜日
tuyi	1872,涂乙
tuyin	540,土音
tuying	2521,秃鹰
tuyongxuming	1071,徒拥虚名
tuyou	1735,涂油
tuyouqiming	1060,徒有其名
tuyouxuming	1071,徒有虚名
tuyouyu	1735,涂油于
tuyu	515,土语
tuyuan	2857,凸缘
tuyuhun	1991,吐谷浑
tuzai	2171,屠宰
tuzaichang	2171,屠宰场
tuzaizi	3712,兔崽子
tuzang	2060,土葬
tuzhang	539,图章
tuzhengce	714,土政策
tuzhexian	2857,凸折线
tuzhi	515,土制 1020,图纸
tuzhimofen	2206,涂脂抹粉
tuzhong	1085,途中
tuzhou	2438,图轴
tuzhu	777,土著 1762,土猪
tuzhuang	1735,涂装
tuzhuren	777,土著人
tuzi	1653,吐字 2364,兔子 2521,秃子
tuzijingrao	1483,徒自惊扰
tuzu	549,土族
wabizi	1860,挖鼻子
wacheng	1195,瓦城
wadai	3045,袜带
wadang	1195,瓦当
wadese	1694,瓦德瑟
wadexi	1195,瓦德西
wadi	3226,洼地
wadiao	1860,挖掉
wadong	1860,挖洞
waduzi	1781,瓦杜兹 1781,瓦都兹
waer	1833,娃儿
waerdake	1195,瓦尔达克
waerdakesheng	1195,瓦尔达克省
waerde	1195,瓦尔德
waerjili	1195,瓦尔基里
waerna	1195,瓦尔纳
waerte	1195,瓦尔特
wafang	1195,瓦房
wafangdian	1195,瓦房店
wafangdianshi	1195,瓦房店市
wagong	1195,瓦工
wahabijiaopai	1195,瓦哈比教派
wahanzoulang	2221,瓦罕走廊
wahejierhe	1346,瓦赫基尔河
waiban	367,外办
waibangren	1363,外邦人
waibao	454,外包
waibazijiao	790,外八字脚
waibazitui	1351,外八字腿
waibi	1188,外币
waibian	316,外边
waibianer	316,外边儿
waibiao	177,外表
waibin	1534,外宾
waibu	131,外部
waibulianjie	399,外部连接 2099,外部链接
waice	1220,外侧
waicegou	1610,外侧沟
waicelie	1317,外侧裂
waiceng	699,外层
waicengkongjian	699,外层空间
waicha	732,外差 1495,外插
waichang	249,外场 249,外场
waichangren	249,外场人
waichu	131,外出
waichuan	332,外传
waichufangwen	1037,外出访问
waicuojiao	736,外错角
waidachengshi	1842,外搭程式
waidai	342,外带
waidan	1280,外丹
waidazhengzhao	2239,歪打正着
waidi	131,外地
waidian	230,外电
waidianxiezuo	1044,外典写作
waidianzi	2239,歪点子
waidiren	131,外地人
waier	887,外耳
waierdao	887,外耳道
waifang	291,外放
waifeng	2239,歪风
waifengxieqi	2239,歪风邪气
waifenmi	2609,外分泌
waifenmixian	2609,外分泌腺
waifu	2788,外敷 7240,外稃
waigangneirou	1573,外刚内柔
waigaojiasuo	805,外高加索
waigong	131,外公
waigua	1232,外挂
waiguachengshi	1232,外挂程式
waigualiezao	2851,歪瓜劣枣 2851,歪瓜裂枣
waiguan	334,外观
waiguanju	483,外管局
waiguansheji	334,外观设计
waiguge	3459,外骨骼
waiguo	131,外国
waiguocheng	1813,外郭城
waiguogongsi	278,外国公司
waiguohua	170,外国话
waiguolvyouzhe	950,外国旅游者
waiguomeiti	1506,外国媒体
waiguoren	131,外国人 2239,歪果仁
waiguotouzizhe	516,外国投资者
waiguoyu	493,外国语
waiguoziben	257,外国资本
waihai	189,外海
waihang	131,外行
waihao	487,外号
waihuai	3893,外踝
waihuan	1249,外患
waihuanxian	681,外环线
waihui	1187,外汇 4828,外烩
waihuichubei	1526,外汇储备
waihuicundi	1187,外汇存底
waiji	728,外积 1579,外籍
waijia	166,外加 2063,外嫁
waijiafujian	923,外加附件
waijiaji	1546,外加剂
waijian	135,外间
waijiao	191,外教 320,外交 4687,崴脚
waijiaobihu	2793,外交庇护
waijiaobu	320,外交部
waijiaobuzhang	320,外交部长
waijiaodachen	1138,外交大臣
waijiaofengbo	664,外交风波
waijiaoguan	432,外交官
waijiaoguanxi	320,外交关系
waijiaohuomianquan	2954,外交豁免权
waijiaojia	320,外交家
waijiaoshiwu	320,外交事务
waijiaoshouwan	2581,外交手腕
waijiaotequan	320,外交特权
waijiaoxueyuan	338,外交学院
waijiaozhengce	714,外交政策
waijie	288,外界 984,外借
waijieyuan	1145,外接圆
waijihuaren	1579,外籍华人
waijilaogong	1579,外籍劳工
waijing	1307,外径
waijisu	710,外激素
waijiu	2375,外舅
waika	717,外卡
waike	277,外科 1937,外壳
waikeshoushu	328,外科手术
waikexue	277,外科学
waikeyisheng	482,外科医生
waikuai	366,外快
waikuanneiji	1922,外宽内忌
wailai	131,外来
wailaichengyu	493,外来成语
wailaici	959,外来词
wailaihuo	818,外来货
wailairen	131,外来人
wailaitouzi	516,外来投资
wailaiwuzhong	142,外来物种
wailaiyu	493,外来语
wailao	679,外劳
waili	131,外力 2239,歪理
wailiu	396,外流
wailu	305,外路 841,外露
waimai	974,外卖
waimao	1092,外贸 1595,外貌
waimaoxiehui	1092,外贸协会 1595,外貌协会
waimaozhuyi	1595,外貌主义
waimei	1506,外媒
waimenggu	1039,外蒙古
waimenxiedao	2239,歪门邪道
waimian	131,外面
waipao	2324,外袍
waipeiceng	2928,外胚层
waipi	741,外皮
waipo	1347,外婆
waipu	3124,外埔
waipuxiang	3124,外埔乡
waiqi	450,外企
waiqiang	1212,外墙
waiqiangzhonggan	353,外强中干
waiqiao	2340,外侨
waiqin	1565,外勤
waiqu	2239,歪曲
wairen	131,外人
waishang	402,外商 660,外伤
waishe	302,外设
waisheng	3809,外甥
waishengnv	3809,外甥女
waishengnvxu	3809,外甥女婿
waishengxifu	3809,外甥媳妇
waishi	131,外事
waishichu	206,外事处
waishou	143,外手
waishui	202,外水
waisong	656,外送
waisun	995,外孙
waisunnv	995,外孙女
waisunnver	995,外孙女儿
waisunzi	995,外孙子
waitaikong	272,外太空
waitan	2062,外滩
waitao	996,外逃 1091,外套
waitou	147,外头
waitui	505,外推
waituifa	505,外推法
waiwainiuniu	2239,歪歪扭扭
waiwaixiexie	2239,歪歪斜斜
waiwang	605,外网
waiwei	576,外围
waiwen	148,外文
waiwenxi	216,外文系
waiwu	245,外务 2621,外侮 4621,外骛
waiwubu	245,外务部
waiwusheng	666,外务省
waixian	430,外线
waixiang	146,外向 152,外相 922,外乡
waixiangren	922,外乡人
waixiangxing	556,外向型
waixiao	904,外销
waixiaotui	1351,外小腿
waixie	735,外协 2010,外泄 2239,歪斜
waixieji	1935,外斜肌
waixin	131,外心
waixing	269,外形 537,外星 556,外型
waixingren	537,外星人
waixuan	770,外宣
waiyan	1103,外延
waiyanjiao	736,外眼角
waiye	131,外业 1007,外爷
waiyi	725,外衣
waiyin	987,外阴
waiyong	131,外用
waiyu	493,外语 899,外遇
waiyuan	338,外院 670,外源 1197,外援
waiyuanneifang	1145,外圆内方
waiyuanningjisu	1631,外源凝集素
waizai	131,外在
waizaichaoyue	754,外在超越
waizhai	1223,外债
waizhang	131,外长
waizhanxunlian	1022,外展训练
waizhaoshe	703,外照射
waizhimo	1945,外质膜
waizhuan	332,外传
waizi	131,外子 257,外资 4687,崴子
waiziqiye	450,外资企业
waizufu	1025,外祖父
waizui	2239,歪嘴
waizumu	1025,外祖母
wajiadugu	1277,瓦加杜古
wajiang	2110,瓦匠
wajie	1195,瓦解
wajiebingpan	5962,瓦解冰泮
wajue	1860,挖角 2212,挖掘
wajueji	2212,挖掘机
wajuejixie	2212,挖掘机械
wajun	3753,挖浚
wakai	1860,挖开
wakao	2433,哇靠
wakeng	2242,挖坑
wakong	1860,挖空
wakongxinsi	1860,挖空心思
waku	1860,挖苦 3045,袜裤
wakuang	1860,挖矿
wala	3577,瓦剌
walaita	1196,瓦莱塔
walan	1195,瓦蓝
waleng	3223,瓦楞
waleta	1195,瓦勒他
wali	1195,瓦利 3511,瓦砾
waliang	1195,瓦亮
waliangge	1195,瓦良格
walianggeren	1195,瓦良格人
walidui	3511,瓦砾堆
walisi	1195,瓦里斯
walong	1400,瓦隆
wamoer	47047,邷么儿
wana	7694,腽肭
wanaike	1291,万艾可
wanan	322,万安 322,万安 641,晚安
wananxian	877,万安县
wanaqi	7694,腽肭脐
wanashou	7694,腽肭兽
wanbai	862,完败
wanban	629,万般 1298,玩伴
wanbang	1363,万邦
wanbantianer	641,晚半天儿
wanbanwunai	1624,万般无奈
wanbao	641,晚报 1243,完爆
wanbaolu	811,万宝路
wanbei	397,完备 1477,晚辈
wanbeixing	397,完备性
wanbi	1093,完毕 3589,完璧
wanbian	1072,玩遍
wanbiao	2581,腕表
wanbiguizhao	3589,完璧归赵
wanbizhishen	3589,完璧之身
wanbolin	1596,万柏林
wanbolinqu	1596,万柏林区
wanbosheng	965,万博省
wanbudeyi	322,万不得已
wanbuqi	1072,玩不起
wancan	1465,晚餐
wanchang	641,晚场
wanche	641,晚车
wancheng	301,完成 2528,宛城 2798,婉称
wanchengqu	2528,宛城区
wanchengshi	301,完成时
wanci	2222,挽词 2222,挽辞 2798,婉词 2798,婉辞
wandai	322,万代
wandailan	642,万代兰
wandaiqianqiu	1151,万代千秋
wandan	1280,万丹 1387,完蛋
wandanxiang	1280,万丹乡
wandao	1662,弯道 2483,晚祷
wandaochaoche	1662,弯道超车
wandian	641,晚点
wanding	4207,畹町
wandingshi	4207,畹町市
wandou	4215,豌豆
wandoujian	4215,豌豆尖
wandouxiang	4215,豌豆象
wandouzhou	4215,豌豆粥
wandun	3059,顽钝
wane	792,万恶 2222,挽额
waner	1072,玩儿 2581,腕儿 4260,莞尔
wanerbaqian	599,万儿八千
wanerbuzhuan	1072,玩儿不转
wanerdezhuan	1072,玩儿得转
wanerhuai	1072,玩儿坏
wanerhuazhao	1072,玩儿花招
wanerming	1072,玩儿命
wanerpiao	1072,玩儿票
wanerwan	1072,玩儿完
waneryixiao	4260,莞尔一笑
wanetaotian	2760,万恶滔天
wanezhiyuan	792,万恶之源
